0,0,0.23754363682735838
0,1,0.39925419253502836
0,2,0.39725801882396017
0,3,0.39757102926453003
0,4,0.39938803741373635
0,6,0.36491661175359125
0,7,0.36494291896879555
0,8,0.3649583395978458
0,9,0.3649544913300301
1,0,0.3984580462534677
1,1,0.3973068040035302
1,2,0.39741012587305313
1,3,0.3994183708963256
1,4,0.3975217927935832
1,5,0.31482961017354544
1,6,0.36493938033705964
1,7,0.3649020242753584
1,8,0.3649372858671465
1,9,0.3649506325485291
2,0,0.3967971008239191
2,1,0.3991115387708934
2,2,0.3151085317048605
2,3,0.31511198080032765
2,4,0.31516623902691965
2,5,0.31509543822738706
2,6,0.31520299681320185
2,7,0.3151460899304896
2,8,0.31517364059904873
2,9,0.3649798639305959
3,0,0.39877003486515183
3,1,0.315091164837555
3,2,0.3151382727424477
3,3,0.39745079280069134
3,4,0.3975201771546483
3,5,0.31476615244016504
3,6,0.3149802259981824
3,7,0.3149908445283271
3,8,0.31530340086146214
3,9,0.2460423316997517
4,0,0.297327524600132
4,1,0.39603182525093844
4,2,0.39365277212726946
4,3,0.395465088626262
4,4,0.3148149205217584
4,5,0.31488769578184167
4,6,0.3147944784670569
4,7,0.31485942088477087
4,8,0.31528586835459743
4,9,0.01154617252867447
5,0,0.32131446374956213
5,1,0.3392530133902336
5,2,0.3626118537525281
5,3,0.31106200068328305
5,4,0.25908415837310966
5,5,0.29292650794084707
5,6,0.3102764399330025
5,7,0.337525895531208
5,8,0.31537133545398455
5,9,0.010820926830962004
6,0,0.39895856888521863
6,1,0.3991561003839826
6,2,0.03483399921484231
6,3,0.28581169240392545
6,4,0.2957513003466175
6,5,2.2242335814522934E-4
6,6,0.030007891693382947
6,7,0.016412758065875457
6,8,0.31529443546185226
6,9,0.3153183549001194
7,0,0.3990509985564205
7,1,0.39914716581777293
7,2,0.20708337644612612
7,3,0.02289959712614813
7,4,0.2991705869749636
7,5,0.2951057027581739
7,6,0.012505951887888347
7,7,0.0125488884129803
7,9,0.2745615389946294
8,0,0.39902530443482237
8,1,0.39723331117855193
8,2,0.3988667964752913
8,3,0.39920449511311534
8,4,0.3975978612741618
8,5,0.39951755668952155
8,9,0.245344214531426
9,0,0.39722715357118404
9,1,0.39905626699668684
9,2,0.3989572350890419
9,3,0.397242277675256
9,4,0.3993896808021401
9,5,0.38980856245599993
9,9,0.11226588874153369
