0,0,0.0010156559953611582
0,1,0.0010059906431642753
0,2,0.0010134574170254384
0,3,0.001025405309680837
0,4,0.0010241963338065837
1,0,0.0010245963269693305
1,1,0.0010262744989756635
1,2,0.0010109806427529987
1,3,0.0010151501216553317
1,4,0.0010241928736581171
2,0,0.001022512625562704
2,1,0.001018402661213998
2,2,0.0010113190452730387
2,3,0.0010145875015146516
2,4,0.0010249582584989437
3,0,0.0010279457506850633
3,1,0.001016336952579398
3,2,0.0010245118993467439
3,3,0.0010117695566033986
3,4,0.001015094759279865
4,0,0.0010119460241751986
4,1,0.0010235139925289572
4,2,0.0010259796943263037
4,3,0.0010184234221047978
4,4,0.0010126553546108653
5,0,0.0010205008952441843
5,1,0.0010188794696727045
5,2,0.0010132518842065185
5,4,0.001016781235642518
6,3,0.0010066672216744526
7,2,0.001013282333513025
7,4,0.0010140636350367983
9,2,0.001101336191692748
9,3,0.0010143902730520517
